ID,bid,user_id,User's Nickname,Weibo text,Headline article url,Post location,Aite users,topic,Number of forwards,Number of comments,Number of likes,release time,publishing tools,Weibo picture url,Weibo video url,retweet_id
4.93E+15,NcPUNlpkK,5060882318,Black Mamba Classic Video,"He scored 61 points efficiently on 19-of-31 shooting. At Madison Garden, the New York fans turned against each other and shouted MVP! #Kobe##nbaTucaoConference#L Black Mamba’s classic video’s Weibo video",,,,"Kobe Bryant, nba complaints conference",32,11,164,8/3/23 10:15,Black Mamba classic video super talk,,"http://f.video.weibocdn.com/o0/aUvbQDxdlx087vH0MMfm01041201yvUK0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321903&ssig=y 2f2UR%2B44f&KID=unistore,video",
4.93E+15,NcPU2AHe4,7479120761,Just love little heat,"Richardson said the best player he's ever touched was Damian Lillard. Josh Richardson showed up to Miami Heat basketball training camp Wednesday at Slam's Miami Heat School. events held. He was surrounded by a group of kids who asked him a series of common questions, from how tall and old he was to what position he played on the field. Then came a seemingly ordinary question: ""Who is the best player you've ever played against?"" The answer prompted a noticeable pause. ""It's funny you ask that,"" the guard, who was playing for the Heat again at the time, said with a smile. ""Damian Lillard."" Richardson then detailed the unique skill set of Portland Trail Blazers guard Lillard. Lillard is a player seeking to join the Miami Heat. He is a 33-year-old All-Star with strong offensive ability and deep shooting range. ""That's the truth,"" Richardson said privately of his candor. ""I'm not going to lie."" Lillard's name hasn't been mentioned publicly in Heat circles because of the reality that not only is he committed to the Portland Trail Blazers, but the league has had trouble with the process. Increase scrutiny. Lillard and Richardson's fates appear to be somewhat intertwined. Richardson's jersey number was No. 0 during his previous tenure with the Heat, but now he has been forced to put his decision on choosing a number on hold. In fact, in order to appear before the Miami Marlins game Wednesday night to throw the first pitch, Richardson chose to wear No. 2. ""That's life,"" Richardson said of not having a number at the moment. ""I don't really care. I mean, we don't have a game right now. Once training camp starts, I'll have a number."" Currently, with the uncertainty surrounding the Miami Heat potentially trading Lillard, Richard There is uncertainty about Desen's upcoming role with the Heat. If the Lillard trade fails to materialize, Richardson may be assigned to the bench or behind the starting lineup, which may consist of Bam Adebayo, Jimmy Butler, Tyler Hill and others. Lowe, Kyle Lowry and either Kleib Martin or Kevin Love (depending on game needs). If Heat head coach Erik Spoelstra decides to move Herlo to point guard and keep Lowry in the backup role he played at the end of last season, it's possible that Richardson (29) or Martin Started at shooting guard. If Herro or both Herro and Lowry are used as salary-matching in a Lillard trade, it's possible that Richardson could get a chance in a wider rotation or even a starting spot. ""I mean, you know how Spoelstra is, he's like, 'I can put you out there and do anything,'"" Richardson said of not worrying about how the roster or his role will ultimately develop. ""That's what I'm good at. I'm kind of a jack of all trades. ""We had a good conversation beforehand, but I guess we'll have a clearer understanding once the game starts. ""Richardson said that like everyone else, he had no inside knowledge of Lillard's situation. ""To be honest, I was receiving the same news as everyone else out there,"" he said. ""If If something happens, I'll probably hear about it through Twitter like everyone else. ""I'm just focusing on my game, honestly, trying to make sure I'm ready. If something happens, great; if it doesn't, that's okay. No matter what, I think we're capable of competing."" For Chadson, the road back to the Heat was a winding one. He signed a two-year contract with an NBA minimum salary and a player option for the second season. In 2015, Richardson was selected by the Heat with the 40th overall pick, and was subsequently sent to the Philadelphia 76ers on July 6, 2019, participating in the trade that sent Jimmy Butler to the Heat. Then, Richardson was sent to the Dallas Mavericks by the 76ers on November 18, 2020, in exchange for Seth Curry. Then, he was sent to the Boston Celtics by the Mavericks on July 21, 2021, in exchange for Moses Brown. Richardson's trade path continued. He was sent to the San Antonio Spurs by the Celtics on February 20, 2022, in exchange for Derrick White. The Spurs sent Richardson to the New Orleans Pelicans on February 9 last season in exchange for Devonte' Graham. Finally, Richardson signed with the Heat on July 2, 2022. Richardson's salary this season is $2.9 million, which is the lowest salary since the 2017-18 season with the Heat. His salary last season was $11.6 million. ""I mean, of course, everyone wants stability because it's more comfortable,"" he said. ""But, I mean, I don't mind getting a pay check every few weeks because I love playing basketball. So it doesn't matter to me where I play. ""But I love Miami. I love coming back here. So hopefully I play well and things go well. But we'll see. """,,,,,0,0,3,8/3/23 10:13,Weibo web version,['https://wx2.sinaimg.cn/large/008a9CY1ly1hgjbs4m5m0j319i1kw46t.jpg'],,
4.93E+15,NcOLD4hEB,6911176941,Professional food reviewer,"Kobe saw Los Angeles at four in the morning, and James used social media to witness his hard work. Lakers James updated his Instagram Story today. James retweeted his training highlights and wrote: ""Let's go! It's just work. 😉😤😤👑Primetime season is coming #21"" James is about to enter his 21st NBA season. Professional food commentator: Sweat and hard work are the guarantee of 21 seasons. Just like Kobe, he saw the appearance of Los Angeles Four Points. They are all the pride of the NBA. #James##los angeles lakers##Kobe#",,,,,0,0,0,8/3/23 7:20,Weibo web version,"['https://wx4.sinaimg.cn/large/007xIAPPgy1hgj71vp0vlj31hc0zk48c.jpg', 'https://wx2.sinaimg.cn/large/007xIAPPgy1hgj71vqudxj31hc0u0akp.jpg', 'https://wx1.sinaimg.cn/large/ 007xIAPPgy1hgj71vp43pj31hc0zktgr.jpg']",,
4.93E+15,NcOLdzYZ8,2262972190,Tinoke is not a tinker,"Stats: Reeves had the highest true shooting percentage among guards last season. Hu Mi: Our Xiao Li is so awesome! Heizi: In other words, these data are useless! NBA",,,,,1,1,5,8/3/23 7:19,NBA Super Talk,['https://wx1.sinaimg.cn/large/86e2371ely1hgitz0sa7ej2358358kjl.jpg'],,
4.93E+15,NcOKOrVwz,1232762347,iRCO loves and collects,"Does anyone still remember Thomas’s wonderful performance with the Celtics? In 14 games in January 2017, he easily won the Eastern Conference Player of the Year with a league-leading 32.9 points and 6.9 assists #nba#星卡#celtics #",,,,"nba,celtics",0,0,0,8/3/23 7:18,Weibo web version,['https://wx2.sinaimg.cn/large/497a75ebly1hgfa9jd46nj20qo128jyw.jpg'],,
4.93E+15,NcOKNh5Eu,7490198551,Just about the Rockets,💪#Houston Rockets##basketball summer does not cool down##nbaTucaoConference#L only Weibo videos about the Rockets,,,,"Houston Rockets, basketball won’t cool down in summer, NBA complaints conference",1,1,8,8/3/23 7:17,rocket super talk,,"http://f.video.weibocdn.com/o0/Pw96Kcsdlx087vuNYDUs010412008SNR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321917&ssig=gsmD 52SN9W&KID=unistore,video",
4.93E+15,NcOKsC5yN,3683605661,Leile Sports 66,"scoring combo guard! Famous reporters talk about Rockets Green, the future template is released, a guaranteed All-Star? If a player can play multiple positions and possess multiple functions, even if such a player is not an All-Star, he is still highly valued in this league. Just like the Rockets' backup forward Ja'Shawn Tate, when the Rockets signed Tate from the Australian NBL league, it was a very cost-effective signing. Tate, who signed with the Rockets for a minimum salary, has been the Rockets' main small forward in the two years since entering the NBA. Tate can even serve as a power forward or even a point guard when Silas needs it. #physical education#",,,,physical education,0,0,1,8/3/23 7:17,AI powerful vivo Z1,"['https://wx4.sinaimg.cn/large/db8f5c9dly1hgj6z67bnyj20e20dcgmq.jpg', 'https://wx1.sinaimg.cn/large/db8f5C9DLY1HGJ6JDWYJ20G O0B4DH1.jpg ',' https://wx2.sinaimg.cn/laarge/ db8f5c9dly1hgj6z6rg4cj20hs0duab5.jpg', 'https://wx1.sinaimg.cn/large/db8f5c9dly1hgj6z72ct3j20hs0bkjsg.jpg']",,
4.93E+15,NcOKqhvWz,2202027801,Cen Xiaoniu talks about sports,"He was once a top star in the NBA. After retiring, he wants to be a head coach. Can he succeed? O was once a top star in the NBA. After retiring, he wants to be a head coach. Can he succeed?",,,,,0,0,0,8/3/23 7:17,Sina News Client,,,
4.93E+15,NcOKpoh3a,1740825602,I am like fire,"#体育##CBA#CBA defensive battle against Beijing Shougang 86-79 Suzhou, Jeremy Lin 22+7+7, the visiting team only had 12 points in the third quarter. In this game, Beijing Shougang only allowed the Suzhou men’s basketball team to get a poor score in the third quarter. 12 points, the last victory in one fell swoop. The reactivated Chinese-American star Jeremy Lin performed bravely. This star player who has played for the Golden State Warriors, Los Angeles Lakers, and Houston Rockets, and won the NBA championship with the Toronto Raptors last season, made 5 of 8 two-pointers and three-pointers in this game. He scored 2 of 4 goals and 6 of 7 free throws, scoring the second-highest 22 points in the game, only less than the 30 points of the opponent's foreign aid Radulica. He also contributed 7 assists and 7 rebounds, and committed 10 fouls, the most in the game. Great credit! Wu Guanxi, the fiancé of Chinese women's volleyball champion Zhang Changning, played against Beijing Shougang's foreign aid Hamilton. Wu Guanxi scored 15 points and 9 rebounds. Hamilton had 19 points and 9 rebounds. Beijing Shougang captain Zhai Xiaochuan scored a double-double with 16 points, 10 rebounds, 2 assists and 1 steal.",,,,"Sports,CBA",0,0,0,8/3/23 7:17,Weibo weibo.com,"['https://wx4.sinaimg.cn/large/7ea3385dly1hed62plantj20hs09gwem.jpg', 'https://wx4.sinaimg.cn/large/7ea3385dly1hed62pmc4oj20hs09gjs6.jpg', 'https://wx2.sinaimg.cn/large/ 7ea3385dly1hed62pmgrcj20hs09g74x.jpg', 'https://wx2.sinaimg.cn/large/7ea3385dly1hed62plrbgj20hs09g3zd.jpg', 'https://wx4.sinaimg.cn/large/7ea3385dly1hed62pmmjwj20 hs09eq41.jpg', 'https://wx2.sinaimg. cn/large/7ea3385dly1hed62pmgs6j20hs09gq3s.jpg']",,
4.93E+15,NcOKhDRrt,3182823732,grains of salt victor,The NBA officially announced that Spurs guard Graham has been suspended for two games for drunk driving. The suspension will start from the regular season when he is eligible to participate. He pleaded guilty to a misdemeanor charge of drunk driving last July and was sentenced to 21 days in jail and 12 months of unsupervised probation. Also required to pay $393 in fines and related fees. #basketballsummerdoesn’tcool #NBA,,,,Basketball doesn’t cool down in summer,0,0,0,8/3/23 7:16,Weibo web version,"['https://wx4.sinaimg.cn/large/bdb60934gy1hgj6unva54j20xc0irtan.jpg', 'https://wx4.sinaimg.cn/large/bdb60934gy1hgj6tzybbnj214s0ox0wl.jpg']",,
4.93E+15,NcOJC4HBc,1403648973,imperial elephant,"#体育#Heat Haslem announced his official retirement! From being undrafted to three championship rings, it's time for this 43-year-old veteran to say goodbye! Today, Haslem of the Heat officially announced his retirement. He wrote on his social media: There are no words to describe the significance of these 20 years. I have tried hard! I consider myself very lucky, from being undrafted to three championships, Rookie of the Year Second Team, Teammate of the Year, the oldest player in the NBA, the Heat rebounding champion, there are so many honors like this! Hats off to my teammates, family, and OGs. Although this journey has been difficult, I have no complaints. I have always insisted on staying here, even if I gave up other opportunities, Miami, you make it all worth it! I will always be the OG, now it’s time for me to take care of my family and career! On the 40th, we will meet in the arena soon. Before then, OG withdrew first!",,,,physical education,0,0,1,8/3/23 7:15,Weibo web version,"['https://wx2.sinaimg.cn/large/002EAsQXly1hgdf902mt3j61401e077c02.jpg', 'https://wx3.sinaimg.cn/large/002EAsQXly1hgdf904f27j61401e0adt02.jpg', 'https://wx1.sinaimg. cn/large/ 002EAsQXly1hgdf90esg3j61401dzgta02.jpg', 'https://wx1.sinaimg.cn/large/002EAsQXly1hgdf90fpvvj61401e0tgy02.jpg', 'https://wx4.sinaimg.cn/large/002EAsQXly1hgdf8 zphdzj60hc0lpwg402.jpg', 'https://wx4.sinaimg. cn/large/002EAsQXly1hgdf907c1pj61401e043102.jpg', 'https://wx4.sinaimg.cn/large/002EAsQXly1hgdf90fj1vj61401dwjzh02.jpg', 'https://wx1.sinaimg.cn/large/002EAsQX ly1hgdf90fm7lj61401dwjza02.jpg', 'https:// wx1.sinaimg.cn/large/002EAsQXly1hgdf90adbgj61401dw79m02.jpg']",,
4.93E+15,NcOI62hYK,2193518494,James Bar official Weibo,"Russell said of Jokic on Beverley's show today: ""Yeah, they got the best player in basketball, they got the best basketball player on that team. No disrespect to anyone. , he’s the best player in the NBA right now, and there’s not even one close to him.”",,,,,2,83,489,8/3/23 7:11,,"['https://wx3.sinaimg.cn/large/82be6f9ely1hgj6swg3umj20zt0iuq71.jpg', 'https://wx2.sinaimg.cn/large/82be6f9ely1hgj6qfqbi0j20xc0kodhz.jpg']",,
4.93E+15,NcSeFi6t8,6519312265,NBA little postman,"On August 3, Beijing time, Doncic scored a triple-double of 21 points, 10 rebounds and 14 assists. The Slovenian men's basketball team lost 91-98 to the Greek men's basketball team in a warm-up match. Antetokounmpo did not play in this game, and the Greek men's basketball team still won the victory. #NBATucaoConference##basketballsummerdoesn’tcool#LNBALittle Postman’s Weibo video",,,,NBA Complaint Conference: Basketball Will Not Cool Down in Summer,0,0,1,8/3/23 16:09,NBA Super Talk,,"http://f.video.weibocdn.com/o0/BnbrLnpDlx087w5kkgwg0104120494170E020.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321925&ssig=R 7LbSjnK6%2B&KID=unistore,video",
4.93E+15,NcSenl1Ti,6088370582,Newly used products,"#NBA#Doncic scored a triple-double and Antetokounmpo missed the game. Slovenia lost to Greece in the World Cup friendly match! On August 3, in the Men's Basketball World Cup friendly match that ended today, Slovenia lost to the Greek team 91-98. In this game, Slovenian star Doncic played 30 minutes, making 5 of 13 field goals, 9 of 17 free throws, and a triple-double of 21 points, 10 rebounds, and 14 assists. On the Greek side, Antetokounmpo did not participate because he was still recovering from knee debridement surgery. Antetokounmpo was not included in the previously announced World Cup roster. The 2023 Men's Basketball World Cup will start on August 25. #nbaTucaoConference#",,,,"NBA, NBA Tucao Conference",0,0,1,8/3/23 16:09,Weibo web version,['https://wx2.sinaimg.cn/large/006E2bjwgy1hgjmclzt3mj30h80b6wf0.jpg'],,
4.93E+15,NcSdM5183,5663618766,Just hold tight every day from now on,"With such unique competitive sports rules, the men's basketball team is trouncing the NBA, and the National Football Team World Cup is just around the corner. It's quite explosive.",,,,,0,1,1,8/3/23 16:07,iPhone client,"['https://wx2.sinaimg.cn/large/006bhXXMly1hgjm89qj82j30n01dsdzy.jpg', 'https://wx2.sinaimg.cn/large/006bhXXMly1hgjm8agarwj30n00b6acn.jpg']",,
4.93E+15,NcSdC5vPr,1907407757,Football lover,"Jefferson: Lillard is in a similar situation to KD of the Nets. After the start of the new season, the team may have a better offer. Former NBA player and current commentator Richard Jefferson talked about Lillard on the ""RoadTrippin'"" program. . Jefferson said: ""I think Lillard may still be in the Trail Blazers for the opening game of the new season. This is the same as Durant's situation. The Trail Blazers will respect Lillard's wishes, but Lillard is great, so The current offer is not good enough. The Trail Blazers will want Lillard to start the new season with the team and then wait for a better offer.""",,,,,0,0,0,8/3/23 16:07,Weibo web version,['https://wx3.sinaimg.cn/large/71b0bb8dgy1hgjmamaze1j20gb0adgq5.jpg'],,
4.93E+15,NcScFf2XR,6456370264,Basketball Practical Tips Weibo,A collection of ten minutes! A collection of the most explosive dunk performances in the 2022-23 season~ The impact of some actual dunk performances here is no less powerful than the dunk contest! ! ! #nbaTucaoassemble#L Si Ge’s Weibo video of talking about the ball,,,,NBA Tucao Conference,2,0,3,8/3/23 16:04,Weibo video account,,"http://f.video.weibocdn.com/o0/fcBNAsU2lx086MV5YY5y0104120aWa0n0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321925&ssig=z0v 5WBy1%2B8&KID=unistore,video",
4.93E+15,NcScugPLM,6418181628,kun mamba,"[Classic must-see] 2009.JazzVSHeat/3OT/Wade50+10+9 original sound video could not be uploaded, it was harmonized #nbaclassic video#O web link",,,,nba classic video,1,1,3,8/3/23 16:04,Weibo video account,,,
4.93E+15,NcSct76DC,5223994178,Things about me and basketball,"[James Fengshen Battle-2018 First Round Tianwangshan] In the first round of 2018 Tianwangshan, the Cavaliers 98-95 the Pacers, getting the match point. James' all-round statistics of 44 points, 10 rebounds and 8 assists. He redeemed himself at the last moment, sent out key blocks, and personally defeated his opponent with a three-pointer. This is James' night. He jumped on the technical stage to celebrate with the fans, showing his kingly style! #nba星行中国##basketball summer does not cool down##James#L’s Weibo video of playing Mamba",,,,"nba star travel china, basketball does not cool down in summer, James",0,0,2,8/3/23 16:04,Weibo video account,,"http://f.video.weibocdn.com/o0/frC7DooGlx087oGlp28M01041208A6sA0E040.mp4?label=mp4_720p&template=1288x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321925&ssig=m4 zfKLnF1T&KID=unistore,video",
4.93E+15,NcSc13UxY,6364463717,Migu Basketball,# Foreign Roadside Shocked Wild Jordan# allows you to imitate but does not allow you to surpass the real Jordan and you will be confused... #NBA Zero Distance #L Basketball Notepad's Weibo video,,,,"Wild Jordan suddenly appeared on the roadside abroad, NBA is close to him",0,0,4,8/3/23 16:03,Weibo video account,,"http://f.video.weibocdn.com/o0/9vTr6Qw6lx087w4zC2XC010412004Rz40E010.mp4?label=mp4_720p&template=576x1024.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321925&ssig =x%2FDxW94wnQ&KID=unistore,video",
4.93E+15,NcSc09zDw,6028210959,Sports and health officer,"Started from scratch twice in 10 years! 22 Curry led his team to win the NBA championship in the playoffs. A long-form collection of key players and mainstays! Since you can’t stay at the top, let’s go back to the way we came… OWeb link",,,,,0,0,0,8/3/23 16:03,Weibo video account,,,
4.93E+15,NcRXdi8mw,6809850247,Sports 365,"#NBAThemeWeek# [Classic Review of Assist Week: Malone & Stockton’s long pass] Utah’s double disaster! This duo’s classic collaboration is one you’ll never tire of! Stockton got a rebound in the backcourt and directly sent a long cross-court pass to Malone in the frontcourt, assisting the latter with an easy layup to finish! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/qyxBuCUslx087vya0Jiw01041200fKb10E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=1 6lwSfRg2b&KID=unistore,video",
4.93E+15,NcRXddJd,6810958689,Everyone who watches football is a loser.,"#NBAThemeWeek# [Classic Review of Assist Week: Malone & Stockton’s long pass] Utah’s double disaster! This duo’s classic collaboration is one you’ll never tire of! Stockton got a rebound in the backcourt and directly sent a long cross-court pass to Malone in the frontcourt, assisting the latter with an easy layup to finish! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/qyxBuCUslx087vya0Jiw01041200fKb10E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=1 6lwSfRg2b&KID=unistore,video",
4.93E+15,NcRXcnO0y,6810958693,Sports record announcer,"#NBAThemeWeek# [Classic Review of Assist Week: Malone & Stockton’s long pass] Utah’s double disaster! This duo’s classic collaboration is one you’ll never tire of! Stockton got a rebound in the backcourt and directly sent a long cross-court pass to Malone in the frontcourt, assisting the latter with an easy layup to finish! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/qyxBuCUslx087vya0Jiw01041200fKb10E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=1 6lwSfRg2b&KID=unistore,video",
4.93E+15,NcRX5jqaA,6809850393,24k fake fans,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX50IHG,6357580456,Football private dining,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX4FAG7,2839107347,Weibo Basketball,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX4qcpa,6112650844,Weibo NBA,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX4qc7f,1983655155,basketball swashbuckler,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX4o06O,6357580435,Sports press conference,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcRX4mTq,3082734030,basketball notebook,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",0,0,0,8/3/23 15:26,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321938&ssig=g foMQPdKl3&KID=unistore,video",
4.93E+15,NcPqmBb01,6028210959,Sports and health officer,"US media: There is no suspense, there are only 4 current players in the NBA who are 100% elected to the Hall of Fame! 1. James, 4 MVP + 4 championships + 4 FMVP 2. Curry, 2 MVP + 4 championships + 1 FMVP 3. Durant, 1 MVP + 2 championships + 2 FMVP 4. Paul, the top 3 point guards in history, especially James, not only have historical scores King, and there is a high probability that he will complete the ""411"" project before retiring from his career!",,,,,0,0,0,8/3/23 9:00,Weibo web version,['https://wx3.sinaimg.cn/large/71603b03gy1hgg00i88ofj20ku0jxaif.jpg'],,
4.93E+15,NcPqe14sO,1883881851,NBA,"#NBATheme Week# [Classic review of assist week: Iverson hit the ground and penetrated the crotch to assist] Let’s take a look at Iverson’s amazing assists during the Pistons period! AI counterattacked and passed the ball to the frontcourt to assist Hamilton in a layup. Grant Hill tried to destroy the pass with his feet, but unexpectedly he made this classic long pass through the crotch to assist! #NBASummer##Basketball Summer Doesn’t Cool Down#LNBA’s Weibo video",,,,"NBA theme week, NBASummer, basketball does not cool down in summer",1,4,24,8/3/23 9:00,Weibo video account,,"http://locallimit.us.sinaimg.cn/o0/uxgAU2J5lx087vz0OqdO01041200bBIw0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321948&ssig=L Q%2BN1P1so4&KID=unistore,video",
4.93E+15,NcPfSwgkM,6810958707,Things in the stadium,"[#GrahamDrunk-Driving Suspension#] # Basketball Summer Will Not Cool Down# Spurs player Graham was officially suspended for two games by the NBA without pay due to drunk driving. He will lose approximately US$167,000. There are thousands of roads, safety comes first!",,,,"Graham suspended for drunk driving, basketball summer will not cool down",0,0,0,8/3/23 8:34,Weibo Publishing Platform Professional Edition,['https://wx4.sinaimg.cn/large/007qW5uHly8hgj97m21msj30cz0g0tae.jpg'],,
4.93E+15,NcPfRBVOm,6810958693,Sports record announcer,"[#GrahamDrunk-Driving Suspension#] # Basketball Summer Will Not Cool Down# Spurs player Graham was officially suspended for two games by the NBA without pay due to drunk driving. He will lose approximately US$167,000. There are thousands of roads, safety comes first!",,,,"Graham suspended for drunk driving, basketball summer will not cool down",0,0,0,8/3/23 8:34,Weibo Publishing Platform Professional Edition,['https://wx1.sinaimg.cn/large/007qW5utly8hgj97m12v8j30cz0g0tae.jpg'],,
